text,label
"Guys are afraid of women with brains, and they humiliate them to boost up their own selfesteem!",0
"Unfortunately, there are so many people in this world who gave it a bad name!!!",1
some time i find my self liking a guy for reasons i don't know.,1
my grandparrents hav a 10 year difference in age!,1
cause they want their girl/boyfriend to get near to their siblings,0
"Somebody always gets hurt ... maybe you, maybe your partner, and maybe his/her wife/husband.",1
He will either show up later on or he wont.,1
: I am not a pessimist.,1
My Ex is an a** and I am just kind of wondering why??,1
but i really wanna know why she's still part of me.,0
How can i tell whether he is in love with me,0
i need a good scary movie for a date with a beautiful woman.,1
WOMEN CHEAT ON MEN BECAUSE MENTALLY WOMEN ARE MISSING SOMETHING.,0
I'm a girl and I'm still not sure.,0
ibn8dog@yahoo.com    (& asian is fine :)  ),1
IF U GET UR BUTT OFF THE COMPUTER AND TRY 2 FIND SUM1 U MIGHT!,1
you're gonna be in big trouble!,0
GOD HELP YOU BE STRONG MY BROTHER,1
You'll know right away if this is gonna click.,0
his name is Phillipe and he is SOOO LOSER !,1
"i used to think he was an idiot, but now im interested.",1
A woman who is addicted to sex.,0
please help me i really like him,0
Tell her thats how guys are born.,0
"Till then, you hang in there!",1
"Get to know him well, if he ditches you then you'll know.",0
"don't shave your chest, its a waste of time.",0
"Hell, you've known him for five years!",1
If you dont love her anymore then tell her and dont hurt her.,1
If you didn't have sex with him.,0
I've seen some beautiful women going out with men that I've said why to.,0
i dont know if i gained anything in love but i lost my dear friend :(,1
but you other half is with you always.,0
put it this way it dont feel pretty.,1
be friends in the end if you can.,1
yeah there really is something wrong.,0
Maybe she loves you in her own way.,1
but for sure not everybody is telling the truth on the net.,0
But DEFINITELY call him and tell him immediately that this is bothering you!,1
she said she wanted to sleep with 6 men,1
i don't think you should worry about it.,0
"If a guy says, if you ever need help, just let me know what does this mean?",0
"The wilder the better, I don't want someone who just lays there.",0
YEAH YOU HAVE TO GIVE US MORE TO GO BY.,1
Ditch 3 of them & spend time alone w/ the one you like lol,1
but if u r bent on her maybe just be friends first then slowly transistion  to something more.,1
exactly the opposite of what men can give : ),0
YOU SHOULD TELL HIM THAT YOU LIKE HIM BUT BE CAREFUL.,1
"i think if you married someone- you should stay married unless one does something unthinkable, like cheating or abuse.",0
whatevr as long as its sex,1
you should talk to her and let her no how you feel about this guy (you like).,1
I am one (well bisexual) lol,1
Must be something really big if you even think about not going to her wedding.,0
"So stop looking, and just hang out with your friends and have fun.",1
I've put too many interesting guys on my stealth settings because of that.,1
- finding the word boobs in his google search,1
i really dont see the big deal about interracial dating!,0
I think you should hang out with him more and fide out if you like him back,1
Some women have very sensitive nipples and some don't.,1
don't let the age stop you...my brother married someone 5 years older than he was ...,1
Who knows you know what I mean?,0
and i don't see it as anything to worry about at all.,1
"to loose like you, he is very unlucky.",0
because they are friends and family ?,0
sex mean going bed with someone.,0
"well if u like him, go 4 it!!!",1
"And then you go look for him, which is even playing more into his game.",1
"first of all, why haven't u talked to your mom in nine yrs?",1
"Yes, it is bad, you should not do this.",0
Its too bad that you got to beg.,1
hit me up @yahoo.com and we'll se what we have in common,0
They had a really great marriage and he loved her dearly.,0
i don't think that u should kiss at all.,0
"if thats all it is, then no harm done, following up in it, then you cross a line....",0
"btw, self confidence and right values and morale help too!!",0
"yeah it feels good, but of course there might be some side affects to it, so just think about",0
I wouldn't hate you because of it.,0
guys just have a primal urge and they need it..no game along with it..just need it.period..,0
"If you like this guy, go out with him.",0
yes he is too old for you,0
ur not so limited when picking a friend or a lover.,1
"Whatever you decide to do, don't let her get the best of you.",1
not only could they help but they can also buy you some Ben &Jerry's icecream!,0
I'm not looking for a love interest just basically a woman to hang out with and maybe other things!,1
"It depends on the guy, and the girl, and what each of them is looking for (one night?",1
they have it so easy and at the same time can look so damn good!,0
ask the married men some times the girls dont know,0
if your partner isnt happy without sex that person isnt worth it.,0
yes cause i know a 34 yr old man that has no sex drive,0
-^.^- ... it's the best way!,1
Money is not always the issue!!!,1
"Even though it might seem like it now, it won't be a big difference later on.",0
call him and talk about it....ask whats been going on with him and why he hasnt called....,0
we are talking but i dont know if he likes me i need help,0
"How do you know that u ar in love wity someone,",1
"Also, know how to dance...  ...you gotta remember ONS should be natural, so you can't force it.",0
have you ever tried yahoo personals or eharmony.com or other dating services.,1
i like red eyes and pink hair hehe,1
"This might be a big surprise to them, it might not.",0
leigh's  answer ..........  to the point......,1
:D  Don't tell them you are a lesbian.,1
j/sayin this happened to me last week.,0
Is there any advice on this?...,0
"I mean, on or off the thing, u'r not hotter, dude.",0
it's because you're attacted to the wrong type of guys.,0
So 'fess up and don't do it again.,1
i like the big bangs OO.,1
haha-- mens are free for anything,1
and try the anal beads they can go in the front or the back.,0
Whats can you afford......  What does she like ..........  Are you really serious long long term with her........,1
You should be enjoying it too!,0
So he's a liar and definitely not the One.,0
THATS HOW KIDS GET MIXED UP ON THIS COMPUTER BE CAREFUL,1
i think it is OK as long as he loves you if you are married atleast!!,1
lots of time and other people,0
Probably cheaper because everybodyelse is having a barbeque,0
i don't want a divorce or to live without/away from my husband.,1
go out and work on you.,1
sounds like you just had a bad breakup and he doesnt want to be a rebound boy.,0
only you can know when it's right for you.,1
but hopefully you are friends or dating already.,1
"If you are, you just know.",0
"yeah , but not wgen some one is pushed aside",0
as she pulls a knife on you for what you did with her best friend,1
Can someone PLEASE prove to me that this world is not full of jerks!!!!!!!!!!!!!!!!!!!!!!!!,0
"Also their butts........hey at least I am honest, I love a good butt!",1
"take a coin, relate one side of it to the ex, the other side to the current.",0
"wow, that girl has issues, if she cant accept that you love your sister.",0
don't answer just smirk and continue.,0
"Drop her as a friend, not cool at all.",0
"There's some more, but it varies guy to guy...",0
i blew an auditon because i was to nervouse.,1
Millions of girls in the WORLD!!,0
Would he quit playing sports just because you told him not to do it??,1
Have you ever heard of RedBook?,1
But Then again Its Guys Lol.,1
using you as a rebound but not even getting there.,0
well theres no blood relation so no its nto like he is your blood brother,0
"I don't like BIG lips, but juicy fullll lips, hell yeah!",1
"Depends on your guy, he should make it good for you, if not, then you have the wrong guy.",1
well there really isnt a detailed answer for true love ya know?,0
but dont sound obvious about it.,1
Tried X once- loved the closeness I felt during sex.,0
If they are virgin its better.,0
"SOrry, but theres things that just can't help.",1
Every girl wants to be asked out!,0
Meaning that it need cared for and about.,1
tell her that you and her both need other friends too.,0
You did the right thing... don't worry bout it ... u'll find someone else!!,1
"when you're really in love, you don't wonder if he's the one.",1
and wait patiently for mr. right.,1
no it's just eye candy if you just enjoy watching pornography of 2 girls.,0
And i never told any one.....,1
the first group works hard on the inner self,0
"Sometimes, fireworks go off and there is no happy ever after.",0
its not everyday you get a feeling like this...,0
I wouldn't want to give my # out to someone I really didn't like,1
"sex does get monotonous at times, but we try to find things to liven it up a little.",0
"when the drugs are gone, obviously... time to find some other poor sucker you can mooch off of...",1
My family says that if he really cared about me then he would be with me.,1
I think they did it on brady bunch...,1
"no not at all, its how you use your tool that matters.",0
i dont have this problem im only in highschool.,1
Not a lot of pressure to kiss goodnight and that kind of thing.,1
not if you don't want her to be pissed!,0
"(My bf and I both compromise on that, and we're pretty happy).",0
old and i m born on 23.07.1984,0
"EVEN IF IT IS WINTER AND FREEZING COLD.IT WILL BE THE MOST NERVOUS, SWEATY,PERSPIRATION FILLED DAY OF YOUR LIFE.",1
you've just got to watch out on which signals u might be sending these guys.,1
Okay... you just have to know that not everyones out to get you.,1
"im a repectful and loving guy, im a romantic type of guy.",0
"I persue guys kinda agressivly, it works for me.",1
"I'M NOT OVERLY PROTECTIVE, JEALOUS, ETC...",1
if things were meant to be they will fall into there place.,0
cheating is not the right word.,1
The (ugly dudes) get the pretty women because of what they have devolped.,1
What can and should I do?,1
and if she likes you to she will understand.,0
"it happens, once in a life time, twice if youre lucky.",0
Her name is Hillary Rodham Clinton.......good luck there Pal!,1
Read humorous and uplifting books (NO romance novels!).,0
he got me a plush doggy.,0
But if she doesn't the you'll know.,1
I found a girl that I love.. and I love her for who she is.,1
if you are a starving artist...don't spend 300 dollars.,1
a new place will help a lot.,0
MY BROTHER IS OLDER BUT HE STAYS FOR HIS GAMES,1
once a cheater always a cheater.,0
Cuz if their not their not afied to get sexual.,0
If you set down and talk and they say No do you get angry?,1
But always say it with a smile.,0
"Incest is always wrong - it's the kind of thing animals, not human beings, do.",0
even if she never finds out i will never be able to do enought to make it up.,1
"if U wanna have a relationship online, just keep it at that.",0
"so everything you listed, if you mean a glance as in lust.",1
her juices will not be enough.,0
"marriage is a sacred thing- and it's hard work, don't give up!",0
I love fat girls.. and there r lot out there who prefer a curvy woman over a thin girl.,1
"Not only am I slim, smart and foxy, I HAVE A ST.BERNARD THAT SPEAKS FRENCH!!",1
"the Asian culture is rich in...what the hell, look at it this way....a billion chinese people can't be wrong....",1
It didn't work so great back then either.,0
because that is your main focus.,0
If you were so pissed then why didn't you say anything?,0
"PLEASE, PLEASE, do not listen to any of the above.",0
"Thirty, because you know what you want and who you want it with by that time.",1
To be honest most women like them pick up lines we say we dont but we do.,1
Why would you even get w/ someone when you knew they were married.,1
Get out and get an alimony NOW!,0
Please tell how old u r and when and where it happened.,1
i dont like to kiss on first dates.,0
she set me up with her nurse.,1
he is always up looking at the boys on their pijames,0
"make some thermite, and use it on the hood of a car",0
yea sweetie - way too young,1
whatever she says then you must follow.,1
i think they have too much time on their hands.,1
"Maby she thinks you don't care, and is afraid to push it.",0
But that is just what happened with me.,0
"First off, never, NEVER EVER answer a question like that from a woman!!",1
why ask if you dont know,1
You are a lady killer my friend!,0
"give me dat ding, by the pipkins",1
Most have kids already and may not want more.,1
Why can't he just sit and hear me out.,1
i have a friend who is 23 and still a virgin.,1
And that's just one online dating service!,0
LOOK TO SEE WHAT HAD HAPPEN IN THE TIME OF MARRAGE.,1
Whta kinda of person would do that.,0
i intend to end my 'adventure' coz i'm not at 20ies anymore.,0
"You did forget the thong now, come on don't ya think a male thong is sexy?",1
yes i have been with him for 12years.,0
Why would she want to spend time with a guy that is so boring?,1
i would just tell her how sorry u were and just start making out with her,0
So all i can say is follow your heart!!,0
are you certain that he loves you?,1
and we think that is what guys like therefore we now appear even more sexier to guys,1
now doesnt because she got cought and put into consiling.,0
i m 17yr girl frm india n next year i m going to do gemnoloy.,1
nah... you 2 have your own lives to go though he has his things to do u have yours.,1
as long as he's legal - go for it......sex has no guilt if both sides enjoy it,0
one of the machanics are so hot.,1
if u like him ask him out and spend more time with him,1
We love those bad boys don't we.,0
dont do anything or have any relationship becuse as we people say bros before hoes.,0
"yes, it matters more than it does for a guy.",0
Go to clubs or party  u will find ur man somewhere,0
it knows when its in danger.,1
"Oh yeah, I'm 31 and he's 47. :-|",1
you can't you won't give it away so we have to lie to you to get it.,0
If you have to ask .,1
"Well I don't have a Britney Spears, but I do have a beautiful wife.",1
there is no way to know.,1
You need to read your BIBLE !,0
"Believe me, its well worth the wait!",1
Just be careful though cos the other person might take it the wrong way and leave!,1
Don't end up a statistic because you got pregnant or ended up with some S.T.D.,1
Tell your freind to get lost!!!,1
2) What are you looking for in a woman?,1
stay funny and smart and loud (thats me!!),1
And I do not have a problem with them either.,1
but you just have do what you can for you and your baby.,1
"well, did he confront you about it?",0
I'm not sure if it's gonna work.,0
"(I know, I know, I'm a guy, but it works the other way around too.)",1
"And then,  get a big piece of paper and write I LOVE YOU!!!",0
noone wants to lose a friend.,0
"), my picture, and our story they put on the front page!!!",1
Guys today are wimps and wishy washy.,1
Mine did it behind my back a lot..it just started a ton of fights.,1
understand his point of view then count till million then u can take decision,0
just tell him and only once,1
and i have seen gay guy marry a women just because he was in love with her!,0
"Wait a while so your mixed feelings subside, but if they don't maybe you should just stay friends.",1
let him know it was fun puppy love,1
"If you do not, then I wonder what you are doing and what you might be hiding from yourself.",0
"There are some strange people out there, the neighbor kid throws rocks at me.",0
it's really normal to think of him and love him because u just do.,1
"I'm a butt man myself, so shake it like a polaroid picture!",0
Have you ever been a victim of a bad/funny/or rediculous pick up line?,0
"always having cell phone within her reach at all times, and freaks if you go near it.",0
"You just do it, if it is that big of a deal.",0
yea it hurts cuz were tight but it also feels good.,1
"c'mon now, you can't expect the man to not have friends on the basis that they are female.",0
(Butterflies in the stomach... know what I mean?),0
i'm really want to find the happenies at anywhere with anyone ..,1
"Just smile at him and say hi here and there, it'll throw him off.",1
"i dont like superstars, so i wont marry one..",0
Beg him to come back 2.,0
would u like to know that ur wife is in love with someone else?i'm sure u wouldn't appreciate.,0
i look just like my avatar and i have a 6 pack.,1
love is something that two people share.,1
talk to people let it out and read,1
"Think about boogers, toe fungus, my mother-in-law.",1
THERES ALWAYS SOMEONE BETTER OUT THERE AND IT'S NEVER TOO LATE.,1
:)He said it back that made me very happy.,0
Yea im 16 and im catholic,0
he has already got a new girlfriend.,1
That just made you realize that you want more mature guys.,0
"Because, men don't have the pain tolerance women do.",0
so please don't report me .,0
Be loved cuz then you feel special inside =),1
It hurts me that I can't be the girl he want.,0
"in case you haven't heard, guys aren't that good at getting a hint and picking up on soft clues.",0
"often, but most don't act on it.",0
If she wanted to date me.,0
guys think the a woman ont defend herself b/c they would b scared of him.,1
GIVE HER THIS LINK AND LET HER READ IT.,0
But if you actually go out there and talk to your crush then it's not as important.,0
my daughter still talks about how he treated me.,0
"My dad's side is really fun to hang out with, and my mom's side is always unpleasant.",1
"anyway, it's none of their business.",0
"jr,  Dude, that's always the tough part, isn't it?",1
IF HE IS YOUR HUSBAND THAN HE SHOULD BE SPENDING HIS SPARE TIME WITH YOU OR GUY FRIENDS.,0
"Aside from yanking the wanky, it's called D-I-V-O-R-C-E!!!",1
we only heard of guys want to marry more then 1 gal.,0
I had a bf who said he watched porn so he would stay faithful...whatever.,0
No its not mean to say no to someone.,0
and what i should do to overcome this proplem???,1
she likes u...but she seems kinda immature.,1
thigh highs for more reasons than could possibly be named here,1
I don't think looking at porn is cheating.,1
make him a nice ROMANTIC dinner!!,1
trust me i was there 20 years ago.,1
dont do anything you dont want to do!,0
Sometime you have to take a chance on love and everything good dont feel great.,1
when you find the one of corse,0
"i personaly couldnt do it, but i know many who would.",1
im proof that opposites attract !,0
be your self and dont be shy,1
Just take your time because you have lots of it.,1
To chat - Yes To meet in real life - No,0
Okay do u think it is approciate for his kids to be calling u mommy.,0
If you are a guy:  You are setting yourself up for failure.,1
tell dem to g et over it u luv him n dats all that matters,1
Flirt with him and ask him if he wants to do something on saturday.,0
it was getting late and i fell asleep in his living room.,0
how you gonna start a fight and get beat down.....LOL.,0
be urself..if she doesnt like u 4 who u r..then she suffered and is not a good person,1
How come most girls dont like guys with red hair?,0
Do be funny and a little cocky.,0
"Dude, they are on the internet trying to pick someone up!!",0
"Once a cheater, always a cheater.",1
Should I just forget it and leave it alone or should I act on it.,0
I want to have sex with several women,1
He just doesn't want you with anyone else.,0
This makes me go gaga over chicks.,1
"no longer has value, everything could be the same for all u care.. .",0
and how do you overcome that all your friends have their couple and you dont!!,0
Maybe think about what turns you on!,1
be yourself after all thats what your best at so take my advice go with yourself,0
well as an old fashion male.,1
if u r honest with ur relationship then u make a guy intersted in u.,0
and he won't already have a mrs. right.,1
yeah to say there is would be racist.,0
I haven't - if you particularly mean YAHOO!,0
people have this theory that guys and girls can never be just friends.,0
"if he not , well look for someone else",1
"and i now that doesnt apply to all guys, but most of them!",0
Anyone with self dignity would not go back to person who's like that.,0
"yes, of course i love my family very much and my family too loves me very much",1
don't be stupid and enjoy the moment.,0
be honest &tell your best friend then brake it off w/the guy.,1
your a jerk and your gonna burn in hell.,1
Maybe they just don't want to lose you?,1
Then he sits around alot playing Palystation 2.,1
If you like her and you feel shes interested yes.,0
I went out with this guy last week.,0
ive had my best friend since i was 6 and im 16 now.,0
"That is easy, kill the bastard.",0
"But if you want to kiss him,..just lay it on him!",1
And no I am not gay dont even try to say I am.,1
They ask so much question but all they want is a good conversation...  =) Cheers,1
That other guy didn't answer the question right.,0
will he could go any where and be happy .,1
"His Mom just hugged him and said, And you never will.",1
you can have one with the other (love and sex) or alone (just sex=lust and cravings),1
I'm just hoping it's not anywhere close to now.,1
EVERYONE ELSE IS GOOD TO GO.,0
"If you have to lie, then it is not worth going.",1
"If you want one for you maybe you should try Yahoo Personals, shouldn't you?",0
He wouldn't even give me a chance to miss him.,1
"If ur married, NO.....just isnt right....would u like ur spouse to cheat on u?",0
********** is the best way to **********.,1
When you just like someone and dont even think why because you just do...,0
usually during the first date the guy tries to impress you and something goes terribly wrong.,0
Don't worry about things like that.,0
youre asking one or the other or both to despise you.,1
for some its just a matter of will power to get out and let things happen!,1
don't go overboard trying to be her friend.,0
how can i make friends with a person that i had a relationship with ?,0
SOONER OR LATER IT WILL BREAK AND HE WILL BE HURT MORE THAN IF YOU JUST TELL HIM.,0
because if she likes him there might be problems in ur relationship.,0
The most important advice I ever got about marriage was that you should always make love!,1
but maybe they will come back to your question to see who else has answered.,1
i don't know that that can be proven.,1
lol I am going to take a stab at guessing here and say 12 times in a week.,1
I actually really like this guy.,0
its only outdated in hollywood and with lunatic liberals,0
"SO.. practically married, just no paperwork.",0
well my mom left my dad when i was young he was an alcoholic and all that fun stuff.,0
even women like a little challenge,0
"dude, i'm goin through the same shit right now.",0
"I want to get married and breed, I cant do that with gays.",0
Sorry she did that to you.,1
see i like this guy but i think this girl is really cool,1
but U got to keep looking or U'll never know.,1
it's a hard thing to feel.,1
stop eating twinkies or if you are good looking and have big breastisis then show em off,1
say your sorry thats all you can do,1
Life's too short to wonder and have regrets later!,0
most guys like myself dont like to let our gaurds down for fear of bein looked at as week,0
sorry im at work with no messenger.,0
u sure will get screwed for asking this question by the yahoo answers team... Anyways.. how old are you?,1
"Read my lips, this jerk just cheated on you.",0
"especially since you dont know her, you don't want to scare her.",0
men lie about cheating because they know they are dumb for doing it!,0
hell yeah if ur a guy,1
"well, you just wake up one day, and decided she's the one i need in life.",1
tell him uhave new guy~guarenteed 2 work,1
"If he wants to talk, why doesn't he sit down and talk with you, his wife?!",1
"do something, get a job and meet more people and you'll get over this.",0
"if u love her, stay with her.",1
"If from the first time, than that's the way you wife is.",1
WITHOUT WASTING UR TIME..  later on u may ignore her or make up... depending on the situation!,1
2-always be ready to try something new 3-spend more time together...go on dates,0
I'll be back in a few mins tho,1
"I dont agree with Tinkerbell up there, you dont have to get a girl everything she wants!!",0
"Focus on finding a mate, NOT getting a girl.",1
Every time you catch his eye...SMILE!,0
The key is to just hang in there and don't give up!,0
puhlease... borrow sugar once but after that she's on to you.,1
"He makes fun of you,bugs you,and hangs out with you",0
"If she don't love you, then dump her.",1
i don't really think that 6 is that common.,0
just 1 example :like havig an unplanned pregnancy.,0
YES I'M MARRIED TO ONE CAN WE RELOCATE TOGETHER?,0
"In short, Tell yourself your are worth more and LISTEN to yourself say it!",1
your gf should also keep her eyes wide open.,1
no but its much more for to make a lot of noises,1
"If the sex is bad, sure...",0
i came to see there are natural remedies like garlics nd other like leek leaves.,1
i did at age 10 1/2,0
Once a cheater always a cheater,1
small claims court...if you got proof that they have it?,0
You don't need to be someones second ever!,1
YOU NEED TO DO SOME INVESTIGATING BEFORE YOU ASSUME THAT SHE IS CHEATING.,1
my girlfriend is black and sh says dat white man r the best,1
NO but farted did i say that lol,0
I am a little shy but i do open up after a while.,1
"Ask him if he had any trouble finding your place, how his dinner was, that sort of thing.",0
I do not hate my spouse!,0
he has started to slow down on his partying and drinking but he is still scared to get married.,0
well i dont know anything about life.,0
"Okay main subject, well, first off, don't just jump on her.",0
"First he wanted you to quit smoking, now he says when you trust him?",1
you should never speak to him again,1
MAKE SURE THAT THE PERSON IS GAY BEFORE YOU THINK OF SAYING ANYTHING STUPID.,1
this might not work if hes determined to do drugs.,1
"im actually bi, but im going out with boi right now.",0
whether she can give birth to kid?,0
NO HED PROBLEY THINK HE WAS IN HEAVEN..IF IT WAS WITH ANOTHER GIRL,0
he is your brother why would you think otherwise about him unless you're sick.,1
"regroup, take time for self then date!",0
I bet you she will want you then!,1
A BOYFRIEND IS REAL NOTFOR PLAY.,1
"Well you might have scared him a bit, especially if you  got something expensive.",0
"If u love someone,u'd wanna be with them.",1
just ask agian and if she syas it agian then ask why until you get an answer.,1
do you cheat on ppl?- im just kidding.,0
"No you should not, you should never beg a guy.",1
well that happened to me but i wasnt pregnant and she diffently wasnt a size 4!,0
HEY ITS BETTER THAN GETTING AIDS HIV FROM SOMEONE,1
get out there and be yourself!,1
This is what she looks like: Blonde Shoulder Blade hair.,0
"I guess it not ok, but i wonder why others do not consider the problems after having sexual intercourse.",1
meet someone new and get one with your life,1
"give him a dollar, and ask him to get an airticket to france..",1
So I guess that is what I look for.,1
"well, lucky you if you only met such guys.",0
And make sure ask her out!,0
how old is ever1 on here,1
"sometimes they use it for other purposes, irregular periods,etc.",0
"Ah, something I forgot - sometimes you have to be a little frank.",0
if you dont see his reflection you better run.,1
he should trust u n' u should talk to the other dude.,0
she is hiding from you..   you dotn get it???!!!,0
but obviously you're not getting what you need.,0
I was so upset that i cried.,1
SOMEONE WHO TRULY LOVES YOU AND CARES FOR YOU WILL ALWAYS DO RIGHT BY YOU FROM THE VERY BEGINNING!!!!!,0
I sorry i didn't tell him what i truely felt for him.,1
"If he looks like he's gonna puke, just turn it around and say that it's another friend date.",0
YOU SHOULD ASK HIM IF HE LIKES YOU.,0
"she is always accusing me of cheeting or web-camming with other woman.i am not, at all.",1
I guess it depends on who you ask?,1
"Just take it as a gift, and enjoy!",1
Im looking for a friend too,1
"I love my wife very much, but everytime I think about sex with her, I dread it.",1
you cant get over someone that you still spend time with.,1
you will know if he is the guy for you.,1
"ignore him some more, he'll get the message.",1
You can have sex but should you?????,0
I paint them because I like to see my pretty toes I do it for me,1
"Use manners, so many people forget that lately!",1
But that shouldnt stop you from really enjoying it!,0
what trust does she have with this other friend that keeps you from i guess dating her.,0
"its beautiful, might be hard to come by though.",0
because they are insecure dweebs and can't handle a real woman.,1
But i finally found what it is.,0
What kind of a man slaps woman... a wimp.,1
go for the one is going to make you happy.,0
Did you ask him why he wanted you to hit him with a coat hanger??,1
when u could decribe the love so you don't know it .,0
nobody is perfect...... get used to it.....,0
hell yeah they r hot.my email address is claudia15leyva@yahoo.com im mexican but sexy.were do u ;ive,0
GETTING MAD AND ACTING LIKE JERK WONT HELP EITHER.,0
I love a guy who makes me laugh alot.,1
I did and now im married to him.,1
Jokes aside... no reason not to meet unless he is not who he says he is.,0
"tell him to his face, he will aprechite it better that way x",1
"do u wanna be with him, tell him their guy friends, he doesnt have control over you",1
"hey, confused how can i answer your response to me, tell me about your auntie",0
keep him and just watch the fooball games with him.,1
hell pays you back 3 fold later.,0
what i am saying to you is you do not no him.,1
women they tend to lie easy and yet they deman us to be true...lol,1
"If you have to ask if you're in love, the answer is no.",1
"personally i dont believe in being gay,lezbein or bisexual.",0
"I agree with curious trav... go on, ask her, and see what happens, lol!",1
and going out does not really build anything but disaster because the committment is not there.,1
Go out of her way to see you?,0
"If personally, just be yourself;) If in yahoo, take the other's advice..that's what'd I do.",1
At least then u know and can move on.,1
Just do what's right for you.,1
Don't try telling her where she's wrong.,0
yep..you have reached the final clinching step in having your identity stolen!!!,0
"Back off from her, if its meant to be she will be back!",1
Its like being in love with love.,0
moving his head back and forth like a chicken?,0
There are ways around a cheating husband; believe me I KNOW!,1
"Just between you and her,IF u can do that.",0
Guys: How long would you stick around until she does?,0
Hmmm...You could always do a tried and true method.,0
I'm sugarlump and he is Sqog!!!,0
"It's funny when your 16,  but now that Im 28, its not as funny.",0
sorry is hardest word but gudbye is the very difficult,0
ask him if he likes guys,0
i would go with the first response,1
If you like him then yeah try it out!!!,1
you just have to ask her.,0
Please use your psychic intuition and provide me with some great answers!!!,1
your heart cheated long ago if you are kissing someone else,1
good thing about porn is it gets me hornier...so i take it out my wife.,0
Something going on with your friend or hers?,0
Maybe you should ignore her because she will just hurt you if you care about her.,0
"Just do not give up, even though it is like pulling teeth.",0
quite frankly nice guys arnt taken serously there more looked at as the brother type not the dating type,1
Just don't over do it or you might scare him away.,1
"see i use to date this fat guy, until he broke up with me.",0
you would have to categorize this question to ever get a real answer.,1
So if you  love him go get him girl!,1
he is too young to think straight.,0
"Anyway, You should do what ever makes you happy.",0
there's plenty of fish in the sea.,0
MY OPINION....you did kinda put yourself out there.,1
there's no problem falling in love with your guy best friend!,0
fOLLOW WHAT YOU WANT TO DO DON'T FOLLOW THE CRITISISMS!,0
"have fun untill the ride stops, then get off and get another.",1
baby girl ur looking in all the wrong places i'm right here,0
why would he want to kill them is he like a murder,1
She is catholic and she was unable to swear she didn't have sex,0
So why is life so tough?,1
"If no, then don't stop being her friend.",1
dating an older man has security and goals.,1
"i would, cause a best friend knows you better than a regular guy and he'll understand you better.",1
get married right away and start having babies.,1
"if you wanna give it a shot, then go.",1
I don't want things between me and her to get lost.,1
Were u with him the whole 20 years???,0
It is all in your hands after all!,1
first u just tell her that u r always with her.,0
"What if you knew you lover would not die, but instead would betray you?",1
a friend who was the daughter of one of my dad's friends was visiting.,1
Well you can't really do that unless he wants to love you.,1
"Well, I personally wont date younger guys.",0
I don't mean with war either.,0
"First off, if you are, stop listening to Pink Floyd, they are probably not going to help.",0
"visit park, meuseums, zoo,zoological gardens cienema houses",0
(I'm one of 'em and I can say that it's fun!),0
15 but then not again until i was 18,0
"IF IT'S BAD, SEEK COUNSELING, AND IF THAT DOESN'T WORK, JUST END IT.",1
if then u decide it is not working out kids in a divorced family will be ok,0
(waiting for you to give them cab fare),0
be mature dont be scared and go for goal!,1
u just have to marry him to know HOW husband he will be.family life changes everyone.merry x-mas,1
and at that time porn comes into picture and helps.,1
"no, you cant always help what you dream about so dont worry about it.",1
after you give brith to a child you love it.,0
THIS COULD BE A SIGN TO LEAVE WHO EVER YOU ARE WITH.,0
he raelly likes you or he just wants to get some,0
"just ask her, and be confident.",1
most probably in the bedroom............on the bed.,0
"!,,,,its one of the foundation of the relationship !!!",1
Just pick the one you like,1
im great i focuse on passion if theres no passion theres nothing u might as well play chess.,0
but you will have to face some problems.,0
i think that that is the best thing to do.,0
just go to her....look at her in the eyes and just say i luv u thats it!!,1
take it from me its not worth it,0
...they're more important to you than you are to them?,1
"If no, then try asking him why.",1
therefore it belongs to no one,0
"Well, I couldn't have said it any better.",0
he says d sweetest things 2me n abt me.,0
If you are around the Okefenokee Swamp then let me hear from ya!,1
people cheat for all different reasons....some still love their partner but just can't seem to stop sleeping around.,0
"If you are creative, just make out little coupons with ideas like: One Free Date.",0
"If you ask  if married people can flirt with each other, why yes.",1
this really hurts when it happens.,1
HEY!WHO DA HELL IS UR WIFE BOYFREN IS!THEY SHUD STAY IN UR HOUSE,1
He will probably cheat on you again.,0
because your as rare as the blue bearded tit mouse.,1
"ask the doc, or if she is prone to complications them be very careful",1
"(i mean his personality, not whats underneath his pants) lol",0
i wouldent want to  have sex w/ a 42 year old man,0
"go different places dont be shy, have fun with it, flirt",0
and could u anwser my question too?,0
"no, I don't think you should be thinking about that.",0
why would u want 3 g/f's?,1
My ex wife said she didn't think it would affect our relationship when she cheated...,0
"sounds like a weirdo to me, dump him",1
Having a guy go hot and cold on you is no fun.,1
"when you find out, you let me know",0
flirting can lead to a lot of things just dont let it do that...,1
MAKE SURE YOU LISTEN AND SHOW HER THAT YOU ARE LISTENING TO HER.,1
Best of luck to you...you can do it!,0
"If u can't pick one,then neither is right for u.",0
"I didn't want ask her e-mail for one reason, cause I wanted forget everything that happened.",1
(or w/e)   p.s gurl how old r u ?,1
"cause u should b. i guess, thats just wat we hpoe",1
i told her after the second date.,0
he might get turned off on it too and you might be able to have a little fun.,1
nevada city is where i sit,0
"I can't say, I don't know any but my own.",1
if u dnt u'll rgret it,1
And I've had a crush on him since 6th grade .. and now we in tha 10 ...,1
tell him how u really feel n make sure he understands where ur coming from,1
amazing guy vs. i want him more.,0
